counter,av_current, av_target, spd,av_current, av_target, spd,av_current, av_target, spd
5,0.00,-10.00,-0.18,0.00,-10.00,-0.18,-6.14,-10.00,-0.12
6,-2.96,-10.00,-0.18,-2.06,-10.00,-0.19,-11.03,-10.00,-0.09
7,-5.06,-10.00,-0.18,-8.66,-10.00,-0.16,-12.98,-10.00,-0.08
8,0.00,0.00,0.00,-21.47,0.00,0.15,-9.38,0.00,0.07
1,0.00,0.00,0.00,-17.31,0.00,0.16,-9.88,0.00,0.09
2,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.04
3,0.00,0.00,0.00,8.82,0.00,0.02,0.00,0.00,0.04
4,0.00,0.00,0.00,6.83,0.00,0.01,0.00,0.00,0.04
5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.04
6,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.04
7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.04
8,0.00,10.00,0.08,0.00,10.00,0.08,0.00,10.00,0.08
1,0.78,10.00,0.10,0.00,10.00,0.10,0.00,10.00,0.10
2,0.00,10.00,0.12,0.00,10.00,0.12,0.00,10.00,0.12
3,0.00,10.00,0.14,0.00,10.00,0.14,0.00,10.00,0.14
4,0.00,10.00,0.16,0.00,10.00,0.16,0.80,10.00,0.16
5,0.00,10.00,0.18,0.84,10.00,0.18,4.56,10.00,0.15
6,0.00,10.00,0.20,6.98,10.00,0.15,13.59,10.00,0.10
7,0.71,10.00,0.22,17.21,10.00,0.09,17.15,10.00,0.07
8,3.72,20.00,0.14,22.64,20.00,0.01,17.15,20.00,0.05
1,9.82,20.00,0.13,19.62,20.00,0.03,13.46,20.00,0.08
2,0.00,20.00,0.22,15.33,20.00,0.06,14.71,20.00,0.08
3,0.00,20.00,0.26,9.07,20.00,0.11,10.03,20.00,0.13
4,1.20,20.00,0.29,9.74,20.00,0.13,14.36,20.00,0.12
5,11.25,20.00,0.26,11.47,20.00,0.14,15.17,20.00,0.12
6,21.05,20.00,0.21,14.92,20.00,0.13,18.13,20.00,0.11
7,30.14,20.00,0.14,19.02,20.00,0.11,23.13,20.00,0.08
8,30.25,30.00,0.04,20.28,30.00,0.11,20.98,30.00,0.11
1,23.54,30.00,0.09,23.73,30.00,0.11,23.39,30.00,0.11
2,21.78,30.00,0.11,22.73,30.00,0.13,21.83,30.00,0.13
3,15.59,30.00,0.17,27.22,30.00,0.11,26.00,30.00,0.12
4,15.40,30.00,0.20,26.65,30.00,0.12,26.91,30.00,0.12
5,13.90,30.00,0.24,29.71,30.00,0.10,30.24,30.00,0.10
6,21.76,30.00,0.22,31.13,30.00,0.09,32.41,30.00,0.09
7,25.05,30.00,0.21,31.63,30.00,0.09,32.21,30.00,0.08
8,28.62,40.00,0.14,30.69,40.00,0.12,31.12,40.00,0.12
1,29.60,40.00,0.15,32.04,40.00,0.13,31.56,40.00,0.13
2,30.13,40.00,0.17,34.25,40.00,0.13,34.07,40.00,0.13
3,29.06,40.00,0.20,39.12,40.00,0.11,39.12,40.00,0.11
4,29.46,40.00,0.22,37.74,40.00,0.12,38.99,40.00,0.11
5,32.40,40.00,0.22,41.84,40.00,0.10,41.33,40.00,0.10
6,34.48,40.00,0.22,39.49,40.00,0.11,42.68,40.00,0.09
7,37.64,40.00,0.21,41.96,40.00,0.09,40.78,40.00,0.09
8,43.97,50.00,0.11,40.08,50.00,0.14,41.21,50.00,0.13
1,43.29,50.00,0.13,42.57,50.00,0.14,39.60,50.00,0.16
2,36.96,50.00,0.19,45.33,50.00,0.14,45.71,50.00,0.14
3,37.46,50.00,0.21,48.54,50.00,0.13,49.83,50.00,0.12
4,40.88,50.00,0.21,50.79,50.00,0.11,52.41,50.00,0.10
5,43.62,50.00,0.21,52.45,50.00,0.10,54.82,50.00,0.08
6,43.92,50.00,0.22,55.22,50.00,0.08,51.66,50.00,0.09
7,49.86,50.00,0.19,50.95,50.00,0.09,50.63,50.00,0.10
8,51.15,60.00,0.15,49.42,60.00,0.16,49.77,60.00,0.16
1,50.47,60.00,0.17,52.03,60.00,0.16,54.56,60.00,0.14
2,48.95,60.00,0.20,58.40,60.00,0.13,55.29,60.00,0.15
3,49.76,60.00,0.22,61.39,60.00,0.12,60.74,60.00,0.12
4,51.68,60.00,0.22,63.44,60.00,0.10,63.32,60.00,0.10
5,56.88,60.00,0.20,64.66,60.00,0.08,63.75,60.00,0.09
6,55.77,60.00,0.22,61.96,60.00,0.09,62.39,60.00,0.09
7,59.40,60.00,0.20,60.67,60.00,0.10,61.65,60.00,0.09
8,63.51,70.00,0.15,58.19,70.00,0.18,61.33,70.00,0.16
1,61.37,70.00,0.17,61.99,70.00,0.18,61.71,70.00,0.18
2,60.80,70.00,0.19,71.50,70.00,0.13,67.13,70.00,0.15
3,59.87,70.00,0.22,72.45,70.00,0.12,70.62,70.00,0.14
4,58.76,70.00,0.25,75.83,70.00,0.09,77.32,70.00,0.09
5,65.35,70.00,0.22,75.82,70.00,0.08,76.75,70.00,0.08
6,70.81,70.00,0.20,71.07,70.00,0.10,71.72,70.00,0.10
7,70.20,70.00,0.20,73.16,70.00,0.08,72.85,70.00,0.09
8,72.17,80.00,0.17,68.63,80.00,0.19,68.97,80.00,0.19
1,70.40,80.00,0.20,73.54,80.00,0.18,73.06,80.00,0.18
2,70.33,80.00,0.22,78.16,80.00,0.16,79.76,80.00,0.15
3,73.17,80.00,0.22,87.03,80.00,0.10,83.73,80.00,0.12
4,74.96,80.00,0.22,87.22,80.00,0.09,85.81,80.00,0.10
5,76.35,80.00,0.22,86.90,80.00,0.08,86.52,80.00,0.09
6,75.48,80.00,0.23,83.71,80.00,0.09,84.62,80.00,0.09
7,81.13,80.00,0.20,80.32,80.00,0.10,80.67,80.00,0.10
8,83.88,90.00,0.17,79.90,90.00,0.20,80.37,90.00,0.20
1,82.12,90.00,0.20,82.36,90.00,0.20,82.09,90.00,0.20
2,80.54,90.00,0.22,91.79,90.00,0.15,91.26,90.00,0.15
3,82.29,90.00,0.23,97.15,90.00,0.11,96.29,90.00,0.12
4,82.16,90.00,0.25,97.73,90.00,0.09,97.53,90.00,0.10
5,89.77,90.00,0.21,96.73,90.00,0.08,96.35,90.00,0.09
6,88.76,90.00,0.22,95.29,90.00,0.08,95.32,90.00,0.08
7,90.99,90.00,0.20,92.24,90.00,0.09,91.80,90.00,0.10
8,90.09,100.00,0.21,88.16,100.00,0.23,88.97,100.00,0.22
1,92.18,100.00,0.22,93.84,100.00,0.21,92.81,100.00,0.22
2,93.76,100.00,0.22,104.74,100.00,0.15,105.50,100.00,0.14
3,93.45,100.00,0.24,109.96,100.00,0.10,109.15,100.00,0.10
4,95.86,100.00,0.23,110.15,100.00,0.08,108.97,100.00,0.09
5,99.51,100.00,0.22,108.47,100.00,0.07,105.88,100.00,0.09
6,101.63,100.00,0.20,102.54,100.00,0.09,104.51,100.00,0.09
7,100.60,100.00,0.21,100.61,100.00,0.10,100.47,100.00,0.11
8,99.75,110.00,0.23,101.54,110.00,0.22,98.27,110.00,0.24
1,102.71,110.00,0.23,101.33,110.00,0.23,105.04,110.00,0.22
2,102.46,110.00,0.24,112.54,110.00,0.17,114.70,110.00,0.16
3,105.62,110.00,0.24,122.32,110.00,0.10,121.04,110.00,0.10
4,105.62,110.00,0.25,120.68,110.00,0.09,120.05,110.00,0.09
5,110.45,110.00,0.22,120.98,110.00,0.06,119.21,110.00,0.07
6,111.15,110.00,0.22,115.61,110.00,0.08,114.59,110.00,0.09
7,112.65,110.00,0.20,113.60,110.00,0.08,108.56,110.00,0.12
8,112.18,120.00,0.23,109.27,120.00,0.25,109.44,120.00,0.25
1,112.59,120.00,0.24,113.10,120.00,0.24,114.32,120.00,0.23
2,116.24,120.00,0.23,125.08,120.00,0.17,125.37,120.00,0.17
3,115.51,120.00,0.24,132.55,120.00,0.11,135.78,120.00,0.08
4,115.00,120.00,0.25,135.24,120.00,0.06,131.64,120.00,0.08
5,120.89,120.00,0.22,130.89,120.00,0.06,127.87,120.00,0.08
6,119.44,120.00,0.23,127.72,120.00,0.07,126.22,120.00,0.08
7,122.96,120.00,0.21,122.53,120.00,0.09,121.29,120.00,0.10
8,120.64,130.00,0.25,117.89,130.00,0.27,118.14,130.00,0.27
1,122.24,130.00,0.26,124.53,130.00,0.25,122.03,130.00,0.27
2,126.61,130.00,0.24,139.83,130.00,0.15,136.63,130.00,0.18
3,127.80,130.00,0.24,145.14,130.00,0.10,145.94,130.00,0.10
4,128.38,130.00,0.24,144.35,130.00,0.07,147.77,130.00,0.06
5,130.53,130.00,0.23,138.71,130.00,0.08,140.13,130.00,0.07
6,134.05,130.00,0.20,136.36,130.00,0.08,137.49,130.00,0.07
7,131.45,130.00,0.22,132.60,130.00,0.09,132.93,130.00,0.09
8,130.80,140.00,0.26,129.53,140.00,0.27,128.74,140.00,0.28
1,129.40,140.00,0.29,135.79,140.00,0.25,135.16,140.00,0.26
2,138.08,140.00,0.25,148.51,140.00,0.17,148.69,140.00,0.17
3,137.77,140.00,0.26,155.96,140.00,0.10,156.42,140.00,0.10
4,141.56,140.00,0.24,157.18,140.00,0.06,157.44,140.00,0.06
5,142.90,140.00,0.22,150.51,140.00,0.07,149.72,140.00,0.08
6,144.92,140.00,0.20,147.22,140.00,0.07,147.40,140.00,0.08
7,142.20,140.00,0.21,143.89,140.00,0.08,143.51,140.00,0.09
8,140.91,150.00,0.28,139.71,150.00,0.29,139.09,150.00,0.29
1,142.90,150.00,0.28,143.59,150.00,0.28,142.74,150.00,0.29
2,144.51,150.00,0.29,158.28,150.00,0.19,159.21,150.00,0.19
3,148.93,150.00,0.27,171.09,150.00,0.08,167.46,150.00,0.11
4,151.01,150.00,0.25,168.06,150.00,0.06,171.51,150.00,0.05
5,153.18,150.00,0.24,163.53,150.00,0.06,166.49,150.00,0.04
6,156.82,150.00,0.20,159.47,150.00,0.06,157.52,150.00,0.07
7,153.73,150.00,0.21,154.74,150.00,0.07,153.59,150.00,0.08
8,150.92,160.00,0.29,149.10,160.00,0.30,147.20,160.00,0.32
1,153.64,160.00,0.29,153.75,160.00,0.29,154.71,160.00,0.29
2,157.08,160.00,0.28,172.03,160.00,0.18,171.90,160.00,0.18
3,160.13,160.00,0.26,180.17,160.00,0.10,181.10,160.00,0.09
4,161.90,160.00,0.25,183.12,160.00,0.04,182.45,160.00,0.04
5,163.93,160.00,0.23,176.17,160.00,0.04,176.61,160.00,0.04
6,164.37,160.00,0.22,167.55,160.00,0.07,167.37,160.00,0.07
7,162.92,160.00,0.22,165.54,160.00,0.07,163.56,160.00,0.08
8,162.00,170.00,0.30,156.30,170.00,0.34,158.79,170.00,0.32
1,162.72,170.00,0.31,166.74,170.00,0.29,166.01,170.00,0.29
2,166.69,170.00,0.30,183.19,170.00,0.18,180.93,170.00,0.20
3,172.84,170.00,0.26,195.71,170.00,0.07,190.45,170.00,0.11
4,175.73,170.00,0.23,190.87,170.00,0.05,192.62,170.00,0.05
5,174.74,170.00,0.23,188.09,170.00,0.03,184.92,170.00,0.06
6,173.58,170.00,0.23,182.31,170.00,0.03,181.85,170.00,0.05
7,173.08,170.00,0.22,173.30,170.00,0.07,174.54,170.00,0.08
8,169.37,180.00,0.33,169.10,180.00,0.33,166.25,180.00,0.35
1,174.33,180.00,0.32,176.98,180.00,0.30,175.37,180.00,0.32
2,179.64,180.00,0.29,194.01,180.00,0.19,196.36,180.00,0.18
3,181.22,180.00,0.28,206.55,180.00,0.07,205.08,180.00,0.09
4,187.76,180.00,0.23,202.92,180.00,0.04,202.04,180.00,0.06
5,186.19,180.00,0.23,199.22,180.00,0.02,197.98,180.00,0.04
6,183.76,180.00,0.23,191.72,180.00,0.04,191.49,180.00,0.05
7,183.57,180.00,0.23,183.39,180.00,0.07,182.39,180.00,0.09
8,180.87,190.00,0.34,179.33,190.00,0.35,178.34,190.00,0.35
1,183.12,190.00,0.34,187.25,190.00,0.31,186.72,190.00,0.32
2,187.37,190.00,0.32,203.50,190.00,0.20,204.98,190.00,0.20
3,195.87,190.00,0.27,210.25,190.00,0.13,215.94,190.00,0.09
4,197.80,190.00,0.24,220.09,190.00,0.02,215.99,190.00,0.04
